product_id,brand,category,gender,collection,silhouette,color,list_price
5629,Prada,Outerwear,W,Spring/Summer,Slip,Denim Blue,154.97
5630,Saint Laurent,Tops,W,Fall/Winter,Tailored,Pink,459.69
5631,Comme des Garçons,Dresses,U,Pre-Fall,Boxy,Beige,331.18
5632,Versace,Tops,M,Capsule,Slip,Brown,784.51
5633,Balenciaga,Shoes,M,Capsule,Micro,Metallic,35.0
5634,Chloé,Shoes,W,Resort,Maxi,Pink,716.51
5635,Dries Van Noten,Bottoms,M,Capsule,Slip,Denim Blue,372.18
5636,Ganni,Accessories,W,Pre-Fall,Micro,Black,459.05
5637,Burberry,Shoes,W,Collab,Boxy,Pink,496.45
5638,Palm Angels,Outerwear,W,Spring/Summer,Platform,Beige,280.85
5639,Miu Miu,Tops,W,Spring/Summer,A-Line,Beige,492.24
5640,Diesel,Outerwear,U,Collab,A-Line,Gray,35.0
5641,Fear of God,Shoes,M,Capsule,Straight,Brown,454.97
5642,A.P.C.,Tops,M,Pre-Fall,Maxi,White,461.57
5643,Jacquemus,Bottoms,U,Capsule,Micro,White,636.33
5644,Totême,Outerwear,M,Fall/Winter,Cropped,Black,426.35
5645,Off-White,Bags,W,Spring/Summer,Utility,Red,982.68
5646,Moncler,Shoes,W,Resort,Wide-Leg,Metallic,710.28
5647,Off-White,Tops,M,Resort,Utility,Green,784.85
5648,Dries Van Noten,Shoes,M,Spring/Summer,Cropped,Denim Blue,595.85
5649,Off-White,Bottoms,W,Capsule,Wide-Leg,Denim Blue,685.23
5650,Tibi,Tops,M,Resort,Straight,Denim Blue,523.04
5651,VETEMENTS,Outerwear,W,Collab,Micro,Navy,1048.17
5652,The Row,Bottoms,U,Pre-Fall,Oversized,Pink,35.0
5653,Off-White,Accessories,W,Pre-Fall,Maxi,Metallic,773.75
5654,Chloé,Outerwear,M,Capsule,Slim,Black,497.35
5655,Versace,Tops,U,Spring/Summer,Micro,Red,468.21
5656,Palm Angels,Dresses,M,Collab,Platform,Red,128.58
5657,Moncler,Outerwear,W,Spring/Summer,Platform,Black,301.81
5658,Saint Laurent,Tops,M,Fall/Winter,Sport,Black,332.36
5659,Bottega Veneta,Shoes,U,Resort,Straight,Pink,791.36
5660,Fendi,Tops,W,Pre-Fall,Boxy,Gray,654.66
5661,Rick Owens,Tops,M,Collab,Tailored,Pink,586.94
5662,Saint Laurent,Tops,W,Collab,A-Line,Black,412.51
5663,Moncler,Tops,U,Pre-Fall,Micro,Black,595.68
5664,Maison Margiela,Bags,W,Resort,Tailored,Gray,650.52
5665,Moncler,Accessories,M,Fall/Winter,Minimal,Denim Blue,466.64
5666,VETEMENTS,Dresses,M,Resort,Straight,Navy,355.18
5667,Bottega Veneta,Tops,M,Fall/Winter,A-Line,Denim Blue,402.64
5668,Kenzo,Tops,M,Capsule,Platform,Beige,412.94
5669,Prada,Shoes,W,Fall/Winter,Tailored,Gray,1024.38
5670,UGG,Shoes,W,Fall/Winter,Sport,Pink,232.49
5671,Stone Island,Bags,M,Collab,Utility,Navy,776.22
5672,Issey Miyake,Outerwear,M,Fall/Winter,Slip,Denim Blue,282.32
5673,Ganni,Tops,U,Spring/Summer,Minimal,Black,511.94
5674,Gucci,Bottoms,W,Spring/Summer,Straight,Denim Blue,483.59
5675,VETEMENTS,Bottoms,W,Spring/Summer,Sport,Black,166.78
5676,Fendi,Bags,M,Spring/Summer,Cropped,Green,288.19
5677,Kiko Kostadinov,Outerwear,M,Capsule,A-Line,Black,507.79
5678,Celine,Tops,M,Pre-Fall,Straight,Pink,511.66
5679,Rick Owens,Outerwear,M,Collab,Sport,Red,220.24
5680,Moncler,Bags,W,Fall/Winter,Sport,Green,417.51
5681,Prada,Shoes,W,Collab,Straight,Black,420.75
5682,Tory Burch,Bags,W,Pre-Fall,Wide-Leg,Navy,464.36
5683,Gucci,Tops,U,Spring/Summer,Slip,Black,490.93
5684,Ganni,Dresses,W,Resort,Oversized,Black,659.71
5685,Moncler,Accessories,M,Pre-Fall,Slim,Black,35.0
5686,Miu Miu,Outerwear,M,Spring/Summer,Micro,Gray,354.74
5687,The Row,Bags,M,Spring/Summer,Sport,Navy,468.68
5688,VETEMENTS,Bags,M,Spring/Summer,Tailored,Beige,290.0
5689,Zimmermann,Bottoms,M,Resort,Utility,Navy,515.08
5690,Alexander McQueen,Bags,M,Spring/Summer,Maxi,Black,242.51
5691,Versace,Shoes,M,Spring/Summer,Boxy,Black,35.0
5692,Marni,Tops,M,Fall/Winter,Cropped,Navy,444.13
5693,Chloé,Accessories,U,Spring/Summer,Boxy,Gray,760.85
5694,JW Anderson,Accessories,M,Capsule,Platform,Pink,292.63
5695,Saint Laurent,Tops,W,Capsule,Cropped,Gray,566.01
5696,Diesel,Accessories,W,Pre-Fall,Platform,Black,320.5
5697,Rick Owens,Dresses,W,Capsule,Sport,Navy,692.85
5698,UGG,Dresses,W,Resort,Sport,Black,202.69
5699,Alexander McQueen,Bags,W,Spring/Summer,Maxi,Gray,248.48
5700,Fear of God,Accessories,W,Resort,Tailored,Metallic,387.26
5701,Acne Studios,Tops,W,Fall/Winter,Maxi,White,535.16
5702,Saint Laurent,Outerwear,U,Collab,Slip,Denim Blue,505.62
5703,Prada,Bags,W,Collab,Minimal,Pink,774.34
5704,Chloé,Bottoms,W,Spring/Summer,Utility,Brown,381.89
5705,Acne Studios,Dresses,W,Fall/Winter,Utility,Beige,35.0
5706,Off-White,Tops,M,Pre-Fall,Utility,Green,528.68
5707,Ralph Lauren,Bags,U,Spring/Summer,Micro,Navy,279.53
5708,Comme des Garçons,Dresses,M,Spring/Summer,Oversized,Brown,391.49
5709,Issey Miyake,Shoes,U,Pre-Fall,Utility,Beige,514.67
5710,VETEMENTS,Bags,W,Resort,Slim,Denim Blue,329.45
5711,Totême,Outerwear,W,Spring/Summer,Oversized,Gray,695.88
5712,Jacquemus,Dresses,W,Collab,Minimal,Navy,621.51
5713,Fendi,Shoes,W,Capsule,Slip,Denim Blue,521.19
5714,Loewe,Outerwear,W,Capsule,Boxy,Denim Blue,591.27
5715,Givenchy,Tops,W,Pre-Fall,Boxy,Green,296.86
5716,The Row,Outerwear,M,Collab,Maxi,Beige,500.79
5717,Moncler,Bottoms,U,Resort,Slim,Denim Blue,527.37
5718,Balenciaga,Bags,W,Resort,Straight,Denim Blue,549.94
5719,Ralph Lauren,Tops,W,Spring/Summer,Utility,Beige,489.46
5720,Celine,Bags,W,Spring/Summer,Platform,Beige,539.91
5721,Ralph Lauren,Outerwear,W,Capsule,A-Line,Navy,633.87
5722,Maison Margiela,Bottoms,W,Pre-Fall,Cropped,Gray,334.76
5723,Fear of God,Tops,M,Pre-Fall,Wide-Leg,White,541.83
5724,Totême,Accessories,M,Resort,Boxy,Gray,777.8
5725,Tory Burch,Tops,U,Capsule,Micro,White,35.0
5726,AMI,Bags,W,Pre-Fall,Cropped,Navy,424.6
5727,Dries Van Noten,Dresses,W,Spring/Summer,Wide-Leg,Beige,831.56
5728,Moncler,Tops,W,Resort,Straight,Black,320.73
5729,Kenzo,Bottoms,M,Collab,Straight,White,76.65
5730,Tibi,Outerwear,M,Capsule,Straight,Brown,506.17
5731,The Row,Shoes,W,Fall/Winter,Micro,Navy,492.97
5732,Miu Miu,Shoes,M,Collab,Wide-Leg,Gray,368.32
5733,JW Anderson,Bottoms,W,Collab,Utility,Black,384.09
5734,Jacquemus,Bags,W,Fall/Winter,Tailored,Beige,586.58
5735,Loewe,Bags,W,Spring/Summer,Slim,Metallic,196.2
5736,Maison Margiela,Shoes,M,Spring/Summer,Minimal,Denim Blue,553.13
5737,Off-White,Shoes,W,Resort,Micro,Red,182.67
5738,VETEMENTS,Bottoms,M,Resort,Wide-Leg,Beige,519.62
5739,Marni,Outerwear,U,Resort,Slip,Beige,687.78
5740,Loewe,Dresses,W,Spring/Summer,Oversized,Denim Blue,604.25
5741,Zimmermann,Bottoms,U,Collab,Slip,Denim Blue,556.72
5742,Rick Owens,Outerwear,W,Collab,Cropped,Gray,755.64
5743,Totême,Shoes,M,Fall/Winter,Cropped,Gray,438.42
5744,VETEMENTS,Bottoms,U,Resort,Micro,Pink,1019.51
5745,Burberry,Shoes,W,Capsule,Wide-Leg,Beige,721.63
5746,Givenchy,Tops,U,Fall/Winter,Cropped,Brown,201.41
5747,Off-White,Tops,M,Resort,Utility,Green,291.92
5748,Issey Miyake,Outerwear,U,Spring/Summer,Micro,Navy,499.37
5749,A.P.C.,Accessories,W,Pre-Fall,Oversized,Denim Blue,686.16
5750,Miu Miu,Shoes,W,Capsule,Sport,Black,913.36
5751,Burberry,Tops,W,Fall/Winter,Micro,Gray,87.02
5752,Palm Angels,Outerwear,W,Spring/Summer,Oversized,Black,307.37
5753,Tory Burch,Tops,W,Fall/Winter,Oversized,Navy,415.76
5754,Acne Studios,Bags,M,Spring/Summer,Slim,Brown,493.49
5755,Kiko Kostadinov,Accessories,M,Fall/Winter,Tailored,Denim Blue,259.43
5756,Issey Miyake,Tops,W,Resort,Minimal,Navy,173.11
5757,Saint Laurent,Accessories,M,Spring/Summer,Straight,Pink,397.8
5758,AMI,Tops,U,Collab,Cropped,Black,561.93
5759,Zimmermann,Outerwear,M,Fall/Winter,Slim,Green,718.48
5760,Totême,Outerwear,M,Collab,A-Line,Black,361.07
5761,Zimmermann,Outerwear,M,Collab,Sport,Metallic,35.0
5762,Jacquemus,Tops,M,Capsule,Oversized,Denim Blue,514.67
5763,Saint Laurent,Bags,M,Fall/Winter,Oversized,Black,619.69
5764,A.P.C.,Bottoms,M,Spring/Summer,Slim,Denim Blue,585.76
5765,Off-White,Bags,W,Spring/Summer,Straight,Navy,693.96
5766,Loewe,Outerwear,W,Spring/Summer,Minimal,Metallic,833.69
5767,Issey Miyake,Shoes,M,Spring/Summer,Micro,Pink,261.71
5768,Marni,Outerwear,M,Fall/Winter,Platform,Denim Blue,120.03
5769,Off-White,Tops,M,Fall/Winter,Utility,Green,244.66
5770,Tibi,Accessories,M,Fall/Winter,Boxy,Beige,719.07
5771,Acne Studios,Shoes,W,Resort,Micro,Pink,293.87
5772,Jacquemus,Shoes,M,Capsule,Tailored,Black,311.78
5773,Khaite,Shoes,M,Spring/Summer,Micro,Black,73.64
5774,Totême,Bottoms,M,Pre-Fall,Platform,Black,176.12
5775,Palm Angels,Shoes,W,Fall/Winter,Slim,Brown,131.05
5776,Marni,Bottoms,W,Spring/Summer,Micro,Gray,503.45
5777,Kenzo,Bags,M,Spring/Summer,Wide-Leg,Brown,210.26
5778,Maison Margiela,Shoes,U,Spring/Summer,Straight,Navy,308.69
5779,Khaite,Accessories,M,Spring/Summer,A-Line,Pink,538.18
5780,JW Anderson,Bags,W,Spring/Summer,Micro,Denim Blue,659.95
5781,JW Anderson,Bags,W,Fall/Winter,Utility,Beige,35.0
5782,Comme des Garçons,Outerwear,W,Spring/Summer,Oversized,Beige,391.11
5783,Acne Studios,Outerwear,W,Fall/Winter,Tailored,Beige,525.07
5784,Tory Burch,Bottoms,W,Resort,Maxi,Pink,556.74
5785,Prada,Accessories,U,Fall/Winter,Minimal,Black,363.94
5786,Balenciaga,Shoes,M,Fall/Winter,Oversized,Navy,419.68
5787,Alexander McQueen,Dresses,W,Fall/Winter,Platform,Black,501.02
5788,Chloé,Bags,W,Pre-Fall,Maxi,Gray,218.79
5789,Khaite,Shoes,M,Collab,Slip,Green,616.48
5790,Givenchy,Outerwear,M,Resort,Maxi,Navy,275.64
5791,Loewe,Bottoms,M,Collab,Slip,Metallic,429.81
5792,Ralph Lauren,Bags,W,Fall/Winter,Cropped,Navy,492.94
5793,Celine,Bags,W,Resort,Straight,White,202.92
5794,Kiko Kostadinov,Outerwear,U,Collab,Straight,Pink,397.9
5795,Palm Angels,Accessories,W,Fall/Winter,A-Line,Gray,937.53
5796,Versace,Dresses,M,Resort,Slip,Denim Blue,215.12
5797,Issey Miyake,Tops,U,Spring/Summer,Utility,Denim Blue,204.51
5798,Jacquemus,Bottoms,W,Fall/Winter,Cropped,Metallic,287.4
5799,Jacquemus,Accessories,W,Spring/Summer,Oversized,Denim Blue,162.76
5800,Celine,Accessories,M,Resort,Maxi,White,387.81
5801,Burberry,Bottoms,W,Spring/Summer,Sport,Beige,571.69
5802,Moncler,Shoes,W,Capsule,Boxy,Navy,800.33
5803,Fear of God,Outerwear,W,Pre-Fall,Sport,Navy,530.12
5804,UGG,Bags,W,Collab,Micro,Navy,350.35
5805,Balenciaga,Outerwear,W,Fall/Winter,Maxi,Brown,508.04
5806,Marni,Shoes,M,Capsule,Straight,Metallic,542.27
5807,Khaite,Tops,W,Spring/Summer,Platform,Black,634.71
5808,The Row,Outerwear,U,Spring/Summer,Slip,Beige,412.87
5809,Moncler,Outerwear,M,Spring/Summer,Micro,Pink,153.43
5810,Stone Island,Accessories,W,Capsule,Maxi,Gray,66.08
5811,The Row,Tops,W,Spring/Summer,Cropped,Green,420.75
5812,Tory Burch,Bottoms,W,Fall/Winter,A-Line,Brown,543.91
5813,Ralph Lauren,Outerwear,U,Capsule,Straight,Denim Blue,105.41
5814,Saint Laurent,Bottoms,W,Pre-Fall,A-Line,Black,35.0
5815,Prada,Bags,W,Pre-Fall,Platform,Red,793.84
5816,Kiko Kostadinov,Tops,W,Fall/Winter,Minimal,Green,813.43
5817,Prada,Shoes,M,Resort,Straight,Denim Blue,436.94
5818,Dries Van Noten,Bottoms,W,Collab,Cropped,Green,437.62
5819,Jacquemus,Outerwear,W,Pre-Fall,Platform,Navy,505.36
5820,Celine,Bags,W,Collab,Micro,Black,227.61
5821,Acne Studios,Bottoms,W,Pre-Fall,Oversized,Navy,399.56
5822,Ganni,Shoes,W,Resort,Oversized,White,286.93
5823,Miu Miu,Accessories,U,Fall/Winter,Platform,Metallic,536.38
5824,The Row,Shoes,M,Spring/Summer,Minimal,Navy,339.02
5825,Marni,Tops,U,Spring/Summer,Slim,Black,232.07
5826,Gucci,Shoes,W,Fall/Winter,Slim,White,354.97
5827,Palm Angels,Shoes,M,Spring/Summer,Maxi,Navy,379.24
5828,The Row,Tops,U,Resort,Wide-Leg,Denim Blue,139.75
5829,Celine,Accessories,M,Fall/Winter,Cropped,White,480.29
5830,Jacquemus,Tops,M,Fall/Winter,Cropped,Metallic,456.44
5831,Off-White,Tops,M,Fall/Winter,Utility,Green,400.38
5832,Balenciaga,Dresses,W,Pre-Fall,Tailored,Pink,932.07
5833,AMI,Bottoms,U,Pre-Fall,Utility,Navy,35.0
5834,Celine,Outerwear,U,Pre-Fall,Slip,Pink,352.62
5835,Khaite,Bottoms,M,Fall/Winter,Minimal,Green,334.72
5836,Kiko Kostadinov,Tops,W,Pre-Fall,Micro,Red,319.34
5837,Saint Laurent,Bags,W,Spring/Summer,Tailored,Green,284.27
5838,Loewe,Bottoms,W,Spring/Summer,Slip,Navy,651.56
5839,Moncler,Dresses,W,Collab,Slip,Red,498.78
5840,Givenchy,Outerwear,W,Capsule,Boxy,Red,289.27
5841,Prada,Accessories,W,Spring/Summer,Cropped,Gray,766.51
5842,UGG,Tops,W,Collab,Utility,Beige,407.83
5843,Comme des Garçons,Dresses,M,Capsule,Slim,Black,520.05
5844,Kiko Kostadinov,Bags,W,Capsule,Oversized,Gray,704.61
5845,Tory Burch,Dresses,M,Pre-Fall,Slip,Red,465.39
5846,Ralph Lauren,Tops,U,Capsule,Boxy,Navy,712.18
5847,Ralph Lauren,Shoes,W,Fall/Winter,Maxi,Gray,807.93
5848,Marni,Shoes,U,Fall/Winter,Platform,Beige,794.28
5849,AMI,Outerwear,W,Capsule,Tailored,Red,35.0
5850,Alexander McQueen,Tops,M,Spring/Summer,Tailored,Black,400.27
5851,Bottega Veneta,Tops,M,Spring/Summer,Slip,Denim Blue,35.0
5852,Alexander McQueen,Outerwear,W,Collab,Slim,Green,492.44
5853,Maison Margiela,Shoes,U,Resort,Wide-Leg,Black,851.97
5854,Alexander McQueen,Accessories,W,Capsule,Maxi,Gray,632.74
5855,Khaite,Tops,W,Pre-Fall,Oversized,Black,257.73
5856,Chloé,Accessories,M,Pre-Fall,Wide-Leg,Red,711.81
5857,Tory Burch,Bottoms,U,Fall/Winter,Utility,Black,386.33
5858,Stone Island,Accessories,U,Fall/Winter,Straight,Beige,704.44
5859,Fendi,Outerwear,W,Pre-Fall,Micro,Gray,637.38
5860,Rick Owens,Tops,M,Capsule,Straight,Metallic,423.24
5861,Stone Island,Bags,W,Spring/Summer,Cropped,Brown,140.12
5862,Jacquemus,Accessories,W,Spring/Summer,Slip,White,490.59
5863,Diesel,Bags,W,Pre-Fall,Micro,Navy,460.31
5864,Stone Island,Shoes,M,Capsule,Utility,White,587.6
5865,Marni,Tops,W,Spring/Summer,Sport,Brown,891.58
5866,Tory Burch,Accessories,U,Resort,Slim,Black,566.18
5867,Miu Miu,Dresses,W,Pre-Fall,Wide-Leg,Beige,641.98
5868,Versace,Bags,U,Collab,Maxi,White,528.99
5869,Tibi,Bottoms,U,Capsule,Micro,Red,576.84
5870,Bottega Veneta,Accessories,U,Pre-Fall,Micro,Metallic,391.35
5871,Balenciaga,Shoes,U,Resort,Platform,White,526.44
5872,Kiko Kostadinov,Shoes,U,Spring/Summer,Micro,White,289.53
5873,Totême,Outerwear,W,Spring/Summer,Boxy,Brown,671.47
5874,Acne Studios,Bottoms,M,Spring/Summer,Maxi,Gray,826.95
5875,Versace,Outerwear,M,Spring/Summer,Minimal,Beige,516.88
5876,Diesel,Bottoms,M,Fall/Winter,Utility,Pink,820.39
5877,Chloé,Dresses,M,Resort,Tailored,Green,224.8
5878,Dries Van Noten,Tops,M,Pre-Fall,Sport,White,387.56
5879,Stone Island,Outerwear,M,Spring/Summer,Cropped,Green,164.49
5880,Versace,Bottoms,W,Capsule,Platform,Brown,474.85
5881,A.P.C.,Shoes,W,Pre-Fall,Cropped,Denim Blue,645.47
5882,The Row,Bottoms,U,Resort,Oversized,Black,476.3
5883,Tibi,Bags,W,Pre-Fall,Slip,Pink,589.24
5884,Kiko Kostadinov,Bottoms,M,Fall/Winter,Oversized,Brown,634.39
5885,Maison Margiela,Dresses,W,Spring/Summer,Sport,Red,741.27
5886,Off-White,Tops,M,Pre-Fall,Straight,White,573.28
5887,Kenzo,Outerwear,U,Spring/Summer,Utility,Metallic,502.37
5888,Off-White,Bags,M,Fall/Winter,Slim,Black,697.82
5889,Fendi,Dresses,U,Fall/Winter,Sport,Red,458.36
5890,Fendi,Bags,M,Capsule,Maxi,White,388.69
5891,Palm Angels,Bags,W,Spring/Summer,Cropped,White,35.0
5892,Comme des Garçons,Bags,W,Spring/Summer,Tailored,Black,272.79
5893,Prada,Bottoms,M,Capsule,Wide-Leg,Black,684.91
5894,The Row,Tops,U,Spring/Summer,Wide-Leg,Green,160.13
5895,Kenzo,Tops,M,Pre-Fall,Oversized,Green,148.74
5896,Versace,Bottoms,W,Spring/Summer,Cropped,Metallic,264.48
5897,Chloé,Shoes,M,Fall/Winter,Slim,Metallic,274.73
5898,Acne Studios,Bags,M,Spring/Summer,Utility,Beige,202.62
5899,JW Anderson,Accessories,W,Pre-Fall,Maxi,Denim Blue,149.67
5900,UGG,Shoes,W,Resort,Maxi,Brown,123.38
5901,Jacquemus,Dresses,M,Pre-Fall,Minimal,Brown,192.43
5902,Marni,Tops,M,Capsule,Cropped,Beige,479.48
5903,Tory Burch,Dresses,M,Resort,Sport,Red,371.04
5904,Saint Laurent,Tops,W,Spring/Summer,Boxy,Black,315.99
5905,Stone Island,Bags,M,Resort,Slip,White,349.52
5906,Khaite,Tops,W,Spring/Summer,Wide-Leg,Black,400.54
5907,Totême,Bottoms,M,Fall/Winter,Tailored,Navy,526.6
5908,Fendi,Tops,M,Capsule,Slim,Beige,428.09
5909,Comme des Garçons,Tops,W,Fall/Winter,Minimal,Green,446.92
5910,Marni,Bags,M,Spring/Summer,Oversized,Gray,493.8
5911,A.P.C.,Tops,W,Spring/Summer,Maxi,Beige,186.2
5912,Khaite,Tops,M,Fall/Winter,Slip,Gray,293.25
5913,Off-White,Outerwear,U,Resort,Tailored,Brown,347.39
5914,UGG,Accessories,M,Pre-Fall,Cropped,Gray,350.54
5915,Issey Miyake,Accessories,M,Spring/Summer,Platform,Black,690.28
5916,Prada,Bottoms,W,Spring/Summer,Oversized,Denim Blue,390.24
5917,Prada,Accessories,W,Pre-Fall,Straight,White,375.65
5918,UGG,Tops,W,Fall/Winter,A-Line,Green,321.12
5919,Diesel,Tops,U,Fall/Winter,Boxy,Black,317.21
5920,Burberry,Dresses,U,Pre-Fall,Slim,Navy,607.79
5921,Zimmermann,Tops,U,Spring/Summer,Tailored,Black,84.7
5922,Loewe,Accessories,M,Pre-Fall,Slip,Denim Blue,301.46
5923,Diesel,Accessories,M,Spring/Summer,Minimal,Denim Blue,917.94
5924,Moncler,Outerwear,M,Collab,Wide-Leg,Brown,181.25
5925,Alexander McQueen,Bottoms,U,Spring/Summer,Micro,Black,724.33
5926,Stone Island,Bottoms,M,Spring/Summer,Cropped,Navy,288.02
5927,Off-White,Tops,M,Resort,Utility,Green,173.06
5928,Ralph Lauren,Accessories,M,Capsule,Micro,Pink,1004.37
5929,Tory Burch,Outerwear,M,Spring/Summer,Oversized,Brown,100.59
5930,Fendi,Accessories,W,Fall/Winter,Utility,Gray,146.42
5931,UGG,Shoes,M,Resort,A-Line,Black,925.73
5932,Jacquemus,Bottoms,W,Spring/Summer,Sport,Red,388.54
5933,Celine,Bottoms,M,Pre-Fall,Platform,Beige,788.54
5934,Ganni,Bags,W,Fall/Winter,Oversized,Beige,227.29
5935,A.P.C.,Outerwear,W,Capsule,Utility,White,1174.49
5936,Givenchy,Bottoms,M,Capsule,Straight,White,393.69
5937,Bottega Veneta,Outerwear,M,Fall/Winter,Utility,Green,604.77
5938,Kiko Kostadinov,Bottoms,M,Collab,Slim,Beige,478.21
5939,Issey Miyake,Bags,M,Spring/Summer,Wide-Leg,Brown,600.4
5940,Acne Studios,Bags,U,Capsule,Platform,Brown,623.71
5941,Bottega Veneta,Outerwear,M,Resort,Slip,Brown,308.13
5942,Totême,Tops,U,Collab,Micro,Black,159.82
5943,Givenchy,Shoes,M,Spring/Summer,Platform,Denim Blue,496.26
5944,Ralph Lauren,Tops,M,Fall/Winter,Platform,Black,701.63
5945,Fendi,Outerwear,U,Resort,Slim,Black,761.04
5946,Off-White,Bags,M,Fall/Winter,Wide-Leg,White,634.58
5947,Tibi,Outerwear,U,Spring/Summer,Platform,Green,707.29
5948,Burberry,Accessories,W,Collab,Slim,Brown,382.4
5949,Off-White,Tops,M,Fall/Winter,Utility,Green,417.11
5950,Prada,Bottoms,M,Resort,Utility,Black,625.63
5951,Balenciaga,Tops,M,Collab,Tailored,Navy,123.48
5952,Fendi,Bottoms,M,Collab,Micro,Black,607.54
5953,Marni,Accessories,U,Pre-Fall,Minimal,Beige,83.93
5954,Balenciaga,Dresses,M,Capsule,Slim,Navy,543.31
5955,Miu Miu,Outerwear,W,Pre-Fall,Straight,White,385.63
5956,Ralph Lauren,Dresses,W,Fall/Winter,Micro,Black,35.0
5957,Ralph Lauren,Tops,U,Pre-Fall,Wide-Leg,Navy,199.51
5958,Bottega Veneta,Accessories,M,Fall/Winter,Maxi,White,177.47
5959,Issey Miyake,Outerwear,W,Spring/Summer,Oversized,Red,653.52
5960,Dries Van Noten,Bottoms,W,Spring/Summer,Tailored,Gray,385.18
5961,Zimmermann,Outerwear,M,Spring/Summer,Tailored,Black,805.81
5962,Dries Van Noten,Tops,W,Spring/Summer,Boxy,Beige,659.31
5963,Alexander McQueen,Shoes,U,Spring/Summer,Slip,Pink,434.15
5964,AMI,Shoes,W,Pre-Fall,Sport,Beige,357.04
5965,JW Anderson,Accessories,W,Pre-Fall,Maxi,Red,330.52
5966,Maison Margiela,Outerwear,W,Pre-Fall,A-Line,Pink,348.68
5967,Dries Van Noten,Bottoms,M,Collab,Minimal,Black,235.64
5968,JW Anderson,Outerwear,W,Fall/Winter,Maxi,Black,319.57
5969,Palm Angels,Shoes,W,Spring/Summer,Slim,Green,562.35
5970,Acne Studios,Outerwear,M,Capsule,Boxy,Gray,712.3
5971,Loewe,Accessories,W,Resort,Sport,Navy,814.58
5972,Rick Owens,Bottoms,W,Spring/Summer,Platform,Black,346.14
5973,Diesel,Dresses,M,Fall/Winter,Utility,Green,649.13
5974,A.P.C.,Bottoms,W,Capsule,Slip,Green,366.23
5975,Maison Margiela,Bottoms,U,Spring/Summer,Minimal,Black,141.09
5976,Alexander McQueen,Bags,U,Pre-Fall,Straight,Red,35.0
5977,Chloé,Shoes,W,Pre-Fall,Maxi,Black,84.72
5978,Stone Island,Bottoms,W,Resort,Slim,Black,572.95
5979,Prada,Bags,M,Spring/Summer,Micro,Brown,736.56
5980,Saint Laurent,Bottoms,W,Resort,Utility,Black,1027.95
5981,Comme des Garçons,Outerwear,M,Capsule,Micro,Black,832.99
5982,Miu Miu,Tops,M,Capsule,Maxi,Denim Blue,211.69
5983,Acne Studios,Bottoms,M,Capsule,A-Line,White,285.97
5984,Khaite,Bottoms,M,Pre-Fall,Slip,Brown,798.33
5985,Issey Miyake,Tops,M,Collab,Boxy,Black,387.95
5986,Ganni,Shoes,M,Collab,Cropped,Green,35.0
5987,Dries Van Noten,Tops,U,Spring/Summer,Boxy,Denim Blue,196.75
5988,Givenchy,Shoes,W,Capsule,A-Line,Navy,672.18
5989,Off-White,Tops,M,Spring/Summer,Utility,Green,270.2
5990,AMI,Shoes,M,Spring/Summer,Utility,Beige,336.79
5991,Loewe,Accessories,W,Resort,Maxi,Green,569.53
5992,Off-White,Shoes,M,Pre-Fall,Boxy,Green,154.76
5993,Versace,Shoes,U,Spring/Summer,Oversized,Green,180.61
5994,Fendi,Shoes,M,Capsule,Utility,Navy,784.29
5995,Prada,Dresses,W,Resort,Oversized,Black,1051.83
5996,Palm Angels,Accessories,M,Fall/Winter,Utility,Black,377.16
5997,Maison Margiela,Bags,M,Capsule,Sport,Brown,481.93
5998,Celine,Outerwear,W,Collab,Wide-Leg,Gray,340.71
5999,Burberry,Outerwear,M,Collab,Platform,Red,478.98
6000,Kenzo,Bottoms,W,Capsule,Minimal,Beige,442.64
6001,VETEMENTS,Accessories,W,Fall/Winter,Platform,Gray,179.93
6002,Loewe,Outerwear,W,Pre-Fall,Sport,Black,743.58
6003,AMI,Tops,M,Fall/Winter,Wide-Leg,White,328.55
6004,Kiko Kostadinov,Accessories,M,Fall/Winter,Maxi,White,523.97
6005,Prada,Shoes,W,Fall/Winter,Minimal,Beige,248.95
6006,Ganni,Dresses,W,Capsule,A-Line,Brown,780.04
6007,The Row,Tops,M,Pre-Fall,Boxy,Gray,312.41
6008,Ralph Lauren,Outerwear,M,Pre-Fall,Slim,Black,463.15
6009,The Row,Tops,M,Fall/Winter,Minimal,Brown,329.65
6010,JW Anderson,Tops,W,Pre-Fall,Maxi,White,748.2
6011,Bottega Veneta,Accessories,M,Resort,Slip,White,673.42
6012,Rick Owens,Dresses,M,Collab,Sport,Brown,318.63
6013,Celine,Dresses,M,Pre-Fall,Wide-Leg,Green,35.0
6014,JW Anderson,Shoes,W,Fall/Winter,Wide-Leg,Red,35.0
6015,Ralph Lauren,Bottoms,M,Collab,Wide-Leg,Metallic,258.09
6016,The Row,Tops,M,Pre-Fall,Sport,Black,220.35
6017,Fear of God,Shoes,W,Capsule,Oversized,Beige,800.18
6018,Marni,Shoes,M,Resort,Platform,Black,1069.12
6019,UGG,Accessories,M,Capsule,Tailored,Green,675.87
6020,Diesel,Bottoms,M,Pre-Fall,Platform,Black,626.49
6021,Kiko Kostadinov,Outerwear,U,Spring/Summer,Slim,Denim Blue,537.87
6022,Alexander McQueen,Accessories,W,Fall/Winter,Maxi,Pink,443.26
6023,Moncler,Outerwear,M,Spring/Summer,Oversized,Black,617.4
